;9;10;11;12
BPI-130-CO;-1.572710063;-1.246827237;-1.751945617;0.366292751
BPI-131-CO;-0.383237748;0.154468915;-1.474945215;-0.953532693
BPI-132-CO;0.040409926;0.59441073;-1.751945617;-0.627649868
BPI-133-CO;-1.637886628;0;-0.806885422;0.366292751
BPI-134-CO;-1.360886226;0;-0.366943607;0.024115784
BPI-135-CO;-1.556415921;-0.15511977;-0.089943205;2.191236577
BPI-136-CO;-0.334355324;0.366292751;-1.947475312;-0.383237748
BPI-137-CO;-0.008472498;0.610704871;-1.686769052;1.523176783
BPI-138-CO;0.235939621;0.822528708;-1.377180367;1.278764664
BPI-139-CO;0.024115784;0.512940023;-1.132768248;0.920293555
BPI-140-CO;-0.595061585;0;-0.366943607;-0.041060781
BPI-141-CO;-0.888356128;0;-0.643944009;0.235939621
BPI-142-CO;-1.149062389;0;-0.692826433;-0.187708053
BPI-143-CO;-1.393474508;0;-0.448414313;0.089292349
BPI-144-CO;0.952881838;2.012001022;1.376529512;2.126060011
BPI-145-CO;-1.67047491;-1.377180367;-0.758002998;-0.399531889
BPI-146-CO;-0.52988502;0.626999012;0.578116588;1.572059207
BPI-147-CO;-0.073649064;1.050646686;0;1.881647892
BPI-148-CO;-1.214238954;0.089292349;0.235939621;1.995706881
BPI-149-CO;-0.725414715;0.545528306;0.72476386;1.083234968
BPI-150-CO;-0.399531889;0.920293555;-0.497296737;1.669824055
BPI-151-CO;-0.578767444;1.018058403;0.301116186;1.36023537
BPI-152-CO;-0.888356128;1.523176783;0.757352143;1.050646686
BPI-153-CO;-1.344592085;0.366292751;1.539470925;2.10976587
BPI-154-CO;-1.686769052;1.36023537;-0.073649064;2.663766674
BPI-001-CO1;-1.100179965;-0.02476664;0;0
BPI-002-CO1;-1.426062791;-0.252884618;0.072998208;0
BPI-003-CO1;-0.741708857;-0.220296335;0.741058001;0
BPI-004-CO1;-1.0350034;-0.204002194;0.969175979;0
BPI-005-CO1;-1.491239356;0.121880632;0.675881436;0
BPI-006-CO1;-1.735651476;-0.611355726;0.415175175;0
BPI-007-CO1;-1.083885824;0.545528306;1.132117392;0
BPI-008-CO1;-1.491239356;0.920293555;1.73500062;0
BPI-009-CO1;1.148411534;1.523176783;0.398881034;0.659587295
BPI-010-CO1;0.366292751;0.887705273;-0.301767042;-0.041060781
BPI-011-CO1;-0.366943607;-0.106237346;0.105586491;0
BPI-012-CO1;1.115823251;1.213588099;1.490588501;-0.741708857
BPI-013-CO1;0.789940425;0.903999414;1.197293958;-0.448414313
BPI-014-CO1;-1.40976865;-0.758002998;0.138174773;-1.54012178
BPI-015-CO1;-1.572710063;-0.008472498;1.36023537;1.409117794
BPI-016-CO1;-0.692826433;-0.122531487;0.170763056;-0.774297139
BPI-017-CO1;-0.318061183;0.431469317;0.692175577;-0.334355324
BPI-018-CO1;0.21964548;0.464057599;0;0
BPI-019-CO1;-0.073649064;0.789940425;0;0
BPI-020-CO1;-1.474945215;-1.132768248;0;0
BPI-021-CO1;-0.888356128;-0.204002194;0;0
BPI-022-CO1;-0.464708455;-0.399531889;0;0
BPI-023-CO1;-1.735651476;-0.725414715;0;0
BPI-024-CO1;-1.279415519;0.235939621;0;0
BPI-025-CO1;-1.556415921;0.415175175;0;0
BPI-026-CO1;-1.768239758;0.692175577;0;0
BPI-027-CO1;0.578116588;0.920293555;0;0.773646284
BPI-028-CO1;0.333704469;0.969175979;0;0.366292751
BPI-029-CO1;0.447763458;1.197293958;1.458000218;-1.54012178
BPI-030-CO1;-1.507533497;0.056704067;0.871411132;1.001764262
BPI-031-CO1;-1.7845339;0.187057197;0.529234164;0.708469719
BPI-032-CO1;-1.458651074;-0.692826433;-0.220296335;0.024115784
BPI-033-CO1;-1.426062791;-1.116474106;-0.252884618;-1.197944813
BPI-034-CO1;-0.937238552;-0.611355726;0.040409926;-0.790591281
BPI-035-CO1;-1.181650672;-0.52988502;-0.2854729;-0.399531889
BPI-036-CO1;-1.703063193;-0.399531889;0.789940425;0
BPI-037-CO1;-1.40976865;-0.725414715;0.382586893;0
BPI-038-CO1;0.415175175;0.741058001;0;0
BPI-039-CO1;-1.735651476;0.741058001;0;0
BPI-040-CO1;-1.556415921;0.024115784;1.115823251;0.138174773
BPI-041-CO1;-1.246827237;0.235939621;0.659587295;-0.171413911
BPI-042-CO1;0.773646284;-0.595061585;-0.269178759;1.343941229
BPI-043-CO1;0.268527904;-1.051297541;0.170763056;1.001764262
BPI-044-CO1;-0.041060781;-1.328297943;0.675881436;0.610704871
BPI-045-CO1;-1.654180769;0;0;0
BPI-046-CO1;0.59441073;-1.556415921;-1.181650672;1.392823653
BPI-047-CO1;-1.344592085;1.865353751;0;0
BPI-048-CO1;-1.067591683;0.089292349;1.018058403;0
BPI-049-CO1;-1.377180367;-0.204002194;0.675881436;0
BPI-050-CO1;-1.507533497;-0.611355726;-0.350649466;0.431469317
BPI-051-CO1;-1.083885824;-0.855767846;-0.089943205;0.72476386
BPI-052-CO1;-1.312003802;-0.676532291;0.415175175;1.050646686
BPI-053-CO1;-0.513590878;-0.318061183;0.708469719;0.985470121
BPI-054-CO1;-1.002415117;-1.067591683;0.382586893;0.708469719
BPI-055-CO1;1.490588501;1.946824457;2.028295164;2.321589707
BPI-056-CO1;-0.774297139;1.539470925;-0.872061987;1.555765066
BPI-057-CO1;-0.497296737;1.800177185;-0.595061585;1.783883044
BPI-058-CO1;0;0;-1.491239356;1.897942033
BPI-059-CO1;0;0;-0.888356128;-0.383237748
BPI-060-CO1;0;0;-1.279415519;-0.073649064
BPI-061-CO1;-1.0350034;-0.513590878;-0.546179161;2.207530718
BPI-062-CO1;-1.344592085;-0.872061987;-1.230533095;2.680060815
BPI-063-CO1;-1.067591683;0.447763458;1.327647088;-0.171413911
BPI-064-CO1;-1.312003802;0.757352143;1.050646686;0.138174773
BPI-065-CO1;-0.611355726;0.089292349;0;1.409117794
BPI-066-CO1;-0.252884618;0;1.686118196;1.897942033
BPI-067-CO1;-0.008472498;1.441706077;0;-0.008472498
BPI-068-CO1;-1.589004204;0.21964548;0.480351741;1.963118598
BPI-069-CO1;-1.067591683;-0.318061183;-0.073649064;0.773646284
BPI-070-CO1;-0.823179563;-0.562473302;-0.318061183;1.001764262
BPI-072-CO1;-0.823179563;-0.432120172;0.447763458;-0.578767444
BPI-073-CO1;1.213588099;-0.236590476;1.278764664;-0.806885422
BPI-074-CO1;-1.360886226;-1.018709259;0.382586893;0.626999012
BPI-075-CO1;-0.481002596;0;1.001764262;1.278764664
BPI-076-CO1;-1.132768248;-0.269178759;0.529234164;0.936587697
BPI-077-CO1;-0.839473704;-0.546179161;1.213588099;1.425411936
BPI-078-CO1;0.643293153;-0.627649868;0;-1.067591683
BPI-079-CO1;-0.497296737;0.969175979;-1.817122182;-1.100179965
BPI-080-CO1;0.398881034;-0.187708053;1.47429436;-1.40976865
BPI-081-CO1;-0.562473302;-0.399531889;0.415175175;1.083234968
BPI-082-CO1;-0.089943205;0.284822045;1.018058403;1.539470925
BPI-083-CO1;-0.350649466;-0.041060781;0.708469719;1.783883044
BPI-084-CO1;-1.083885824;1.083234968;1.278764664;-0.383237748
BPI-085-CO1;-1.393474508;1.343941229;1.718706479;-0.089943205
BPI-086-CO1;-1.703063193;-0.02476664;0.382586893;-1.377180367
BPI-087-CO1;-0.252884618;0.398881034;0.692175577;-1.0350034
BPI-088-CO1;-0.823179563;0.741058001;0.952881838;-0.692826433
BPI-089-CO1;-1.0350034;-0.855767846;0.21964548;0.936587697
BPI-090-CO1;-0.692826433;1.897942033;-1.246827237;-0.106237346
BPI-091-CO1;1.702412338;-1.91488703;0.936587697;-0.106237346
BPI-092-CO1;1.97941274;-1.556415921;1.343941229;0.920293555
BPI-093-CO1;0.806234566;-0.171413911;1.083234968;0.480351741
BPI-094-CO1;0.34999861;-0.692826433;0.757352143;0.887705273
BPI-095-CO1;0.056704067;-1.116474106;0.464057599;-0.15511977
BPI-096-CO1;0.333704469;0.822528708;1.523176783;-0.872061987
BPI-097-CO1;0;-1.360886226;1.311352947;1.572059207
BPI-098-CO1;-0.562473302;0.268527904;0.529234164;0.170763056
BPI-099-CO1;1.669824055;1.946824457;1.197293958;1.800177185
BPI-100-CO1;2.028295164;-0.709120574;-0.073649064;0.708469719
BPI-101-CO1;0.415175175;-0.2854729;0.415175175;1.343941229
BPI-102-CO1;0.187057197;0.072998208;0.72476386;1.050646686
BPI-103-CO1;0.708469719;1.09952911;-0.774297139;1.523176783
BPI-104-CO1;0.105586491;1.066940827;1.311352947;-0.578767444
BPI-105-CO1;-0.855767846;-0.350649466;-0.611355726;1.213588099
BPI-106-CO1;-0.562473302;-0.041060781;0;-0.236590476
BPI-107-CO1;-1.344592085;-0.953532693;0;-1.230533095
BPI-108-CO1;-1.312003802;1.262470523;-0.953532693;-0.709120574
BPI-109-CO1;-1.149062389;-0.692826433;-0.920944411;1.539470925
BPI-110-CO1;0.578116588;1.066940827;2.028295164;2.451942837
BPI-111-CO1;1.36023537;0.317410328;0.626999012;0.301116186
BPI-112-CO1;1.60464749;-0.073649064;0.301116186;0.675881436
BPI-113-CO1;-0.497296737;0.21964548;0;0.72476386
BPI-114-CO1;-0.758002998;-0.073649064;-0.513590878;1.001764262
BPI-115-CO1;-1.100179965;-0.301767042;-0.774297139;1.278764664
BPI-116-CO1;-1.393474508;-0.709120574;-0.02476664;0.447763458
BPI-117-CO1;-1.572710063;-0.497296737;0.154468915;0.431469317
BPI-118-CO1;-1.91488703;-0.171413911;-0.15511977;0.675881436
BPI-119-CO1;0.089292349;1.327647088;-1.083885824;-0.790591281
BPI-120-CO1;-0.122531487;1.197293958;-1.116474106;-0.774297139
BPI-121-CO1;0.34999861;0.578116588;-0.546179161;1.73500062
BPI-122-CO1;-0.2854729;0.040409926;2.077177587;2.48453112
BPI-123-CO1;1.197293958;1.47429436;2.240119;1.262470523
BPI-124-CO1;-1.312003802;-0.301767042;1.066940827;0.985470121
BPI-125-CO1;-1.051297541;-0.513590878;0.773646284;0.773646284
BPI-126-CO1;-0.546179161;-0.334355324;0.040409926;0.529234164
BPI-127-CO1;-0.269178759;-0.611355726;-0.204002194;0.301116186
BPI-128-CO1;-0.02476664;-0.920944411;-0.627649868;0.757352143
BPI-129-CO1;-1.312003802;-0.057354922;0.235939621;2.191236577
BPI-130-CO1;0.235939621;-1.263121378;-0.937238552;1.083234968
BPI-131-CO1;0.838822849;1.523176783;-0.969826835;0.692175577
BPI-132-CO1;1.148411534;1.327647088;-1.230533095;-0.318061183
BPI-133-CO1;0;0;-0.204002194;0.659587295
BPI-134-CO1;0;0;0.072998208;0.398881034
BPI-135-CO1;-1.67047491;-0.464708455;0.072998208;1.083234968
BPI-136-CO1;0.59441073;-1.507533497;-0.057354922;1.148411534
BPI-137-CO1;0.789940425;-1.279415519;0.203351339;1.392823653
BPI-138-CO1;-1.002415117;0.529234164;0.464057599;-1.458651074
BPI-139-CO1;-0.725414715;0.138174773;0.708469719;-1.116474106
BPI-140-CO1;-0.008472498;0.235939621;1.164705675;-0.692826433
BPI-141-CO1;-0.269178759;0.480351741;0.920293555;-0.986120976
BPI-142-CO1;-0.611355726;0.545528306;0.773646284;-0.334355324
BPI-143-CO1;-0.90465027;0.301116186;1.034352545;-0.122531487
BPI-144-CO1;-0.138825629;0.447763458;0.007821643;0.464057599
BPI-145-CO1;1.620941631;-0.692826433;-0.366943607;0.85511699
BPI-146-CO1;0.675881436;-1.377180367;0.024115784;0.773646284
BPI-147-CO1;0.301116186;-0.937238552;-0.236590476;0.464057599
BPI-148-CO1;-1.40976865;-0.725414715;0.34999861;0.806234566
BPI-149-CO1;-1.132768248;-0.741708857;0.415175175;0.806234566
BPI-150-CO1;-1.458651074;-0.986120976;0.154468915;1.066940827
BPI-151-CO1;-0.366943607;1.22988224;-1.295709661;-0.106237346
BPI-152-CO1;-0.106237346;0.903999414;-1.0350034;-0.497296737
BPI-153-CO1;0.235939621;0.496645882;-0.969826835;-0.562473302
BPI-154-CO1;-0.171413911;0.757352143;-1.279415519;-0.269178759
