"","elev.mean.1","ch.med","lhfi.med.3","fhdpai"
"1",0.227002757083164,-0.283716658850178,0.118931235774386,-1.07623651405302
"2",-0.144428689477876,-0.378488712329682,0.512368621146951,-0.168024911645194
"3",0.204874926224209,0.62737212816213,0.512368621146951,0.345620842868538
"4",0.944576700652152,-0.931680221510214,0.118931235774386,-0.529299128074578
"5",0.700116854972262,-0.363710825830515,0.118931235774386,-0.393760483089592
"6",0.620878146372573,-0.88510984571519,0.118931235774386,0.398833222269734
"7",0.867129292645808,1.07771525543327,0.807446660176375,0.962489171322707
"8",1.12950214425914,0.518814189639642,0.512368621146951,0.594926903666892
"9",-0.217134419443016,0.913238454936789,1.1025246992058,1.11624923554188
"10",-0.67549663009281,0.499024273651851,1.1025246992058,0.616393195550077
"11",-0.64862712119265,1.01481444046313,0.118931235774386,1.19075727012255
"12",-0.468443355626869,0.473283780730844,0.512368621146951,0.753111755860706
"13",-0.745568094479502,0.519248503483821,0.315649928460669,1.38666538696552
"14",-0.719752291810721,0.0701617841190584,1.1025246992058,0.655019655950909
"15",-0.422607134561889,-0.153360699395521,0.512368621146951,-0.898529330884218
"16",-0.977383465382847,1.22957929553401,1.1025246992058,-0.0308405265806471
"17",-1.18917841788999,0.0577308628163211,1.1025246992058,-0.447190528718605
"18",0.0436578728232465,-0.783651984009111,0.512368621146951,-0.649264391414237
"19",-0.274034555937473,0.451659246702367,0.807446660176375,-0.21997467528613
"20",0.517825676943723,0.315764115296563,0.315649928460669,0.849315007027043
"21",0.636367627973842,0.654396949165209,0.512368621146951,0.920774670112484
"22",0.626884271891433,0.537894408169966,0.315649928460669,0.561789071263358
"23",0.369253098319307,-0.593741812524294,0.512368621146951,-0.798896293417619
"24",0.620035181387471,0.445386513895722,0.512368621146951,-0.343749809314135
"25",0.304450165089509,0.0041374889805313,0.512368621146951,-0.344806289126861
"26",0.114783043441318,0.365429812450295,0.807446660176375,-0.343620222410996
"27",0.0610440256409973,0.780775357435922,1.1025246992058,0.120953903808951
"28",-0.425768253256026,0.78579048916629,0.807446660176375,-0.0105288864065023
"29",-0.92891297873942,0.25044021089027,1.1025246992058,0.643202720885104
"30",-1.24291743569031,-0.102940918863984,0.807446660176375,0.687861549262407
"31",-1.42204749502472,-0.224138344788007,0.807446660176375,0.434651000810718
"32",-1.56060986445103,0.188984086036975,1.1025246992058,0.715646041336905
"33",-1.07379758555401,-0.167121766504553,0.807446660176375,0.0914132613531404
"34",-1.25134708554134,0.607097069292352,0.512368621146951,0.605451138382569
"35",-1.68389349352236,-0.20405109086074,0.512368621146951,0.582147397628196
"36",0.419830997425491,0.893156689591069,0.315649928460669,1.04792177452542
"37",-0.0100811449770742,0.961954150214874,0.118931235774386,1.12258179136131
"38",-0.0100811449770742,1.79928403751858,-1.65153699840216,1.20333504632577
"39",-0.730816207240199,0.426063843241394,0.512368621146951,-0.0608030399613913
"40",1.05205473625279,1.41852634027426,-1.65153699840216,1.92437178934242
"41",0.671139933609344,0.595897022060096,-1.65153699840216,0.696224700453294
"42",-1.92993389854932,3.20562758279986,0.512368621146951,2.31421885572581
"43",-1.42468176060316,0.547369131724521,0.512368621146951,0.739541452844747
"44",-1.37726498019112,0.201753628957784,0.512368621146951,0.497949342679652
"45",-0.43156363752861,1.28036490195737,1.1025246992058,1.0760630615385
"46",-1.42152064190903,-1.12477233848859,1.1025246992058,-0.513302716754065
"47",-0.558535238409759,0.110013181564243,1.1025246992058,0.40006972323266
"48",-0.0401117725713711,0.167817013348767,0.118931235774386,0.75174439479992
"49",-0.0669812814715315,-1.02164415823728,0.315649928460669,-0.55931361354994
"50",-0.269292877896268,0.413833851750085,0.118931235774386,0.68986526448914
"51",-0.218714978790084,-0.317757557508594,0.118931235774386,0.077177621109385
"52",0.679042730344685,0.0975154427470161,0.118931235774386,0.103012272691071
"53",0.957221175428699,0.473783480285631,-0.471224842284461,-0.0594007375735768
"54",0.905062716975446,-1.10355909012519,0.118931235774386,0.0409185518475844
