Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S59945515,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L9925725,BPI-027-CO,5.6058917,-75.8577423,2019-09-20,06:11 AM,eBird - Stationary Count,12,1,,,2
S73697516,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L9926138,BPI-029-CO,5.6019295,-75.8572535,2020-09-17,07:36 AM,eBird - Stationary Count,11,1,,,1,,,"Cn40, dB 40"
S84184838,Streaked Flycatcher,Myiodynastes maculatus,16760,2,CO-ANT,,L9827391,BPI-030-CO,5.6002578,-75.8552479,2021-03-27,08:56 AM,eBird - Stationary Count,10,1,,,2,,,"CN 80, DB 54"
S59303808,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L9827561,BPI-031-CO,5.5989097,-75.8538494,2019-08-27,07:25 AM,eBird - Stationary Count,12,1,,,2
S59306026,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L9827344,BPI-032-CO,5.5975644,-75.8560345,2019-08-27,07:50 AM,eBird - Stationary Count,10,1,,,2
S82255091,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L9827344,BPI-032-CO,5.5975644,-75.8560345,2021-02-24,08:13 AM,eBird - Stationary Count,13,1,,,2,,,"CN 50, DB 47"
S93025887,Streaked Flycatcher,Myiodynastes maculatus,16760,2,CO-ANT,,L9827344,BPI-032-CO,5.5975644,-75.8560345,2021-08-04,06:59 AM,eBird - Stationary Count,13,1,,,2,,,"DB, 54"
S82250660,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L9827336,BPI-033-CO,5.5999379,-75.856877,2021-02-24,06:57 AM,eBird - Stationary Count,10,1,,,2,,,"CN 60, DB 47"
S84176296,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L9827425,BPI-034-CO,5.5981273,-75.8580389,2021-03-27,08:13 AM,eBird - Stationary Count,10,1,,,2,,,"CN 100, DB 51"
S92743647,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L9827425,BPI-034-CO,5.5981273,-75.8580389,2021-08-04,07:04 AM,eBird - Stationary Count,12,1,,,2,,,DB 41
S73724630,Streaked Flycatcher,Myiodynastes maculatus,16760,2,CO-ANT,,L9827480,BPI-035-CO,5.59656,-75.8573908,2020-09-02,08:37 AM,eBird - Stationary Count,15,1,,,1,,,"CN 45, db 49"
S73724355,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L9854498,BPI-044-CO,5.5983118,-75.87443,2020-09-07,06:53 AM,eBird - Stationary Count,10,1,,,1,,,"CN 40, db 31"
S81741769,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L9854498,BPI-044-CO,5.5983118,-75.87443,2021-02-10,06:37 AM,eBird - Stationary Count,11,1,,,2,,,"DB 40, CN 70"
S65374992,Streaked Flycatcher,Myiodynastes maculatus,16760,2,CO-ANT,,L9824242,BPI-049-CO,5.6045061,-75.8320682,2020-03-02,07:53 AM,eBird - Stationary Count,11,1,,,2,,",B"
S92186503,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L9824100,BPI-050-CO,5.6089103,-75.8251729,2021-07-22,06:09 AM,eBird - Stationary Count,10,1,,,2,,,DB 51
S93798439,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L9824100,BPI-050-CO,5.6089103,-75.8251729,2021-08-27,08:08 AM,eBird - Stationary Count,10,1,,,2,,,DB 50
S83204636,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L9827758,BPI-051-CO,5.6111498,-75.8250051,2021-03-11,08:10 AM,eBird - Stationary Count,10,1,,,2,,,"CN 70, DB 64"
S81895576,Streaked Flycatcher,Myiodynastes maculatus,16760,2,CO-ANT,,L9909031,BPI-056-CO,5.5894458,-75.8574513,2021-02-18,07:09 AM,eBird - Stationary Count,10,1,,,2,,,"CN 100, DB 41"
S73952956,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L9879009,BPI-062-CO,5.6032725,-75.8509786,2020-09-23,07:19 AM,eBird - Stationary Count,11,1,,,1,,,"Cn 100, db 34"
S81544561,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L9872383,BPI-064-CO,5.634056,-75.8583729,2021-02-15,08:25 AM,eBird - Stationary Count,15,1,,,2,,,DB 40  CN 100
S73954577,Streaked Flycatcher,Myiodynastes maculatus,16760,2,CO-ANT,,L9879164,BPI-067-CO,5.6045313,-75.8550407,2020-09-23,08:08 AM,eBird - Stationary Count,11,1,,,1,,,"Cn 100, db 28"
S82559150,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L9879164,BPI-067-CO,5.6045313,-75.8550407,2021-02-26,07:22 AM,eBird - Stationary Count,11,1,,,2,,,"CN 80, DB 45"
S64802781,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L10070668,BPI-068-CO,5.595065,-75.8718938,2020-02-18,07:10 AM,eBird - Stationary Count,10,1,,,2
S72329181,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L10070668,BPI-068-CO,5.595065,-75.8718938,2020-08-10,06:32 AM,eBird - Stationary Count,10,1,,,1,,,"CN 65, db 42"
S72302844,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L10070666,BPI-069-CO,5.5946084,-75.8686036,2020-08-10,05:55 AM,eBird - Stationary Count,12,1,,,2,,,"CN 75, db 25"
S72683739,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L10023159,BPI-072-CO,5.6262773,-75.8566455,2020-08-13,07:03 AM,eBird - Stationary Count,10,1,,,1,,,"CN 100, db35"
S92642965,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L10061295,BPI-079-CO,5.6187075,-75.8315434,2021-07-28,07:11 AM,eBird - Stationary Count,10,1,,,2
S80635082,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L10004187,BPI-080-CO,5.5971227,-75.825209,2021-02-08,06:12 AM,eBird - Stationary Count,10,1,,,2,,,"CN 100, DB 55"
S60923289,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L10077679,BPI-081-CO,5.6184933,-75.8345716,2019-10-25,06:21 AM,eBird - Stationary Count,11,1,,,2
S81864068,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L9921020,BPI-094-CO,5.5848288,-75.8592502,2021-02-18,08:37 AM,eBird - Stationary Count,10,1,,,2,,,"CN 100, DB 46"
S84128038,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L10007407,BPI-106-CO,5.5786166,-75.8547257,2021-03-26,08:09 AM,eBird - Stationary Count,11,1,,,2,,,DB 56  CN 100
S66085309,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L10007404,BPI-109-CO,5.5793378,-75.8532362,2020-03-17,08:19 AM,eBird - Stationary Count,10,1,,,2,,",S"
S92643084,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L10070590,BPI-126-CO,5.5883482,-75.8652064,2021-07-26,07:08 AM,eBird - Stationary Count,12,1,,,2
S81741647,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L10070667,BPI-129-CO,5.5963856,-75.8701445,2021-02-10,07:51 AM,eBird - Stationary Count,11,1,,,2,,,"DB 40, CN 60"
S83822477,Streaked Flycatcher,Myiodynastes maculatus,16760,2,CO-ANT,,L10070667,BPI-129-CO,5.5963856,-75.8701445,2021-02-23,07:03 AM,eBird - Stationary Count,10,1,,,2
S60923696,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L10065339,BPI-130-CO,5.59447,-75.8599492,2019-10-22,08:35 AM,eBird - Stationary Count,14,1,,,2
S84051881,Streaked Flycatcher,Myiodynastes maculatus,16760,2,CO-ANT,,L10235610,BPI-132-CO,5.5901755,-75.8484129,2021-03-25,06:28 AM,eBird - Stationary Count,10,1,,,2,,,"CN 90, DB 50"
S93231236,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L10235610,BPI-132-CO,5.5901755,-75.8484129,2021-08-13,06:26 AM,eBird - Stationary Count,10,1,,,2,,,DB 53
S73615005,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L10235599,BPI-134-CO,5.5970996,-75.840982,2020-08-25,06:18 AM,eBird - Stationary Count,11,1,,,2,,,"CN 56, DB 95"
S84140770,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L10235599,BPI-134-CO,5.5970996,-75.840982,2021-03-26,07:12 AM,eBird - Stationary Count,10,1,,,1,,,"CN 100, DB 65"
S84323463,Streaked Flycatcher,Myiodynastes maculatus,16760,2,CO-ANT,,L10235635,BPI-135-CO,5.609175,-75.8743569,2021-03-29,06:41 AM,eBird - Stationary Count,10,1,,,1,,,DB 31  CN 60
S82143077,Streaked Flycatcher,Myiodynastes maculatus,16760,2,CO-ANT,,L10070575,BPI-137-CO,5.6144469,-75.8281299,2021-02-22,08:23 AM,eBird - Stationary Count,10,1,,,2,,,"CN 100, DB 58"
S80795619,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L10235631,BPI-148-CO,5.6100931,-75.8727516,2021-02-11,07:34 AM,eBird - Stationary Count,10,1,,,2,,,DB 32  CN 85
S81739936,Streaked Flycatcher,Myiodynastes maculatus,16760,2,CO-ANT,,L13422513,Hostal el encanto,5.6065084,-75.8125122,2021-02-16,11:38 AM,eBird - Stationary Count,12,1,,,2
S82601824,Streaked Flycatcher,Myiodynastes maculatus,16760,2,CO-ANT,,L13422513,Hostal el encanto,5.6065084,-75.8125122,2021-03-01,04:29 PM,PROALAS - Transect,24,1,,,2
S83001537,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L13422513,Hostal el encanto,5.6065084,-75.8125122,2021-03-08,06:13 AM,eBird - Traveling Count,11,1,.59,,2
S85002794,Streaked Flycatcher,Myiodynastes maculatus,16760,1,CO-ANT,,L14915784,La Herrera - Arriba,5.5700471,-75.8064161,2021-04-01,07:02 AM,eBird - Stationary Count,12,1,,,2
S94272536,Streaked Flycatcher,Myiodynastes maculatus,16760,3,CO-ANT,,L10073162,Puente De Verdún,5.5972334,-75.8352156,2021-09-05,03:02 PM,eBird - Traveling Count,24,1,1.05,,6
S57544615,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L9329442,"Antioquia, CO (5.553, -75.871)",5.5533101,-75.8708754,2019-05-23,10:52 AM,eBird - Stationary Count,17,1,,,2
S57544623,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L9329456,"Antioquia, CO (5.58, -75.865)",5.5804655,-75.8652995,2019-05-23,01:43 PM,eBird - Traveling Count,50,1,.17,,2
S57544633,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L9335068,"Antioquia, CO (5.619, -75.854)",5.6194568,-75.8536513,2019-05-24,10:17 AM,eBird - Casual Observation,,0,,,2
S92036652,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L10038950,BPI-001-CO,5.6157408,-75.8493119,2021-07-20,07:40 AM,eBird - Stationary Count,10,1,,,2,,,DB 50
S64175472,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L9690818,BPI-002-CO,5.6161992,-75.8520128,2020-01-30,07:08 AM,eBird - Stationary Count,10,1,,,2
S64175462,Tropical Kingbird,Tyrannus melancholicus,16783,4,CO-ANT,,L9690818,BPI-002-CO,5.6161992,-75.8520128,2020-01-30,07:28 AM,eBird - Stationary Count,14,1,,,2,,2
S92058748,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L9690818,BPI-002-CO,5.6161992,-75.8520128,2021-07-20,06:14 AM,eBird - Stationary Count,10,1,,,2,,,DB 46
S63899981,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L9690832,BPI-003-CO,5.6136509,-75.8497325,2020-01-29,08:05 AM,eBird - Stationary Count,9,1,,,2
S64175527,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L9690832,BPI-003-CO,5.6136509,-75.8497325,2020-01-30,06:30 AM,eBird - Stationary Count,10,1,,,2
S72682351,Tropical Kingbird,Tyrannus melancholicus,16783,3,CO-ANT,,L9690832,BPI-003-CO,5.6136509,-75.8497325,2020-08-11,05:55 AM,eBird - Stationary Count,10,1,,,1,,,"CN 45, db 33"
S72470273,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L9690832,BPI-003-CO,5.6136509,-75.8497325,2020-08-11,06:35 AM,eBird - Stationary Count,11,1,,,2,,1,"CN 43, DB 80"
S80844521,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L9690832,BPI-003-CO,5.6136509,-75.8497325,2021-02-09,07:57 AM,PROALAS Point Count (2 bands),10,1,,,2,,,"CN 90, DB 42"
S92073023,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L9690832,BPI-003-CO,5.6136509,-75.8497325,2021-07-20,07:28 AM,eBird - Stationary Count,11,1,,,2
S58430271,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L9690905,BPI-004-CO,5.6179526,-75.8464671,2019-07-24,07:06 AM,eBird - Stationary Count,11,1,,,2,,1,BPI011
S73612117,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L10039988,BPI-005-CO,5.6176153,-75.8478971,2020-09-14,07:29 AM,eBird - Stationary Count,13,1,,,1,,,"CN 40, db 32"
S80689486,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L10039988,BPI-005-CO,5.6176153,-75.8478971,2021-02-09,06:48 AM,eBird - Stationary Count,16,1,,,1,,,DB : 37  CN 85
S80689458,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L10040022,BPI-007-CO,5.613126,-75.8459324,2021-02-09,06:51 AM,PROALAS Point Count (2 bands),10,1,,,2,,,"CN 100, DB 43"
S58430267,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L10040066,BPI-008-CO,5.6137892,-75.8447648,2019-07-24,08:26 AM,eBird - Stationary Count,13,1,,,2,,,BPI014
S58576053,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L10040066,BPI-008-CO,5.6137892,-75.8447648,2019-07-25,06:34 AM,eBird - Stationary Count,12,1,,,2,,,BPI014
S92033765,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L10040066,BPI-008-CO,5.6137892,-75.8447648,2021-07-20,06:10 AM,eBird - Stationary Count,11,1,,,2,,,DB 35
S92058994,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L10040066,BPI-008-CO,5.6137892,-75.8447648,2021-07-20,09:28 AM,eBird - Stationary Count,10,1,,,2,,,DB 41
S58576049,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L10040166,BPI-009-CO,5.6084592,-75.8450567,2019-07-25,08:15 AM,eBird - Stationary Count,10,1,,,2,,2,BPI017
S94663765,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L10040166,BPI-009-CO,5.6084592,-75.8450567,2021-09-13,08:52 AM,eBird - Stationary Count,14,1,,,2,,,DB 42
S94862894,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L10040166,BPI-009-CO,5.6084592,-75.8450567,2021-09-16,08:06 AM,eBird - Stationary Count,12,1,,,2
S94862924,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L10040166,BPI-009-CO,5.6084592,-75.8450567,2021-09-16,08:22 AM,eBird - Stationary Count,14,1,,,2,,,"DB, 46"
S74247156,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L10040147,BPI-010-CO,5.6074795,-75.8463787,2020-09-25,06:28 AM,eBird - Stationary Count,11,1,,,2,,,"CN 46,DB 70"
S83110533,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L10040147,BPI-010-CO,5.6074795,-75.8463787,2021-03-09,06:27 AM,eBird - Stationary Count,14,1,,,2,,,"CN 70,DB 48"
S84535232,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L10040147,BPI-010-CO,5.6074795,-75.8463787,2021-04-01,10:03 AM,eBird - Stationary Count,15,1,,,2,,,DB 41  Cn 100
S94663759,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L10040147,BPI-010-CO,5.6074795,-75.8463787,2021-09-13,08:36 AM,eBird - Stationary Count,10,1,,,2,,,DB 46
S64175243,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L10040171,BPI-011-CO,5.6024842,-75.8364852,2020-02-01,06:42 AM,eBird - Stationary Count,11,1,,,2
S94795915,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L10040171,BPI-011-CO,5.6024842,-75.8364852,2021-09-16,07:19 AM,eBird - Stationary Count,10,1,,,2,,,DB 51
S94795923,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L10040171,BPI-011-CO,5.6024842,-75.8364852,2021-09-16,07:35 AM,eBird - Stationary Count,10,1,,,2,,,DB 52
S94795934,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L10040171,BPI-011-CO,5.6024842,-75.8364852,2021-09-16,07:48 AM,eBird - Stationary Count,10,1,,,2,,,DB 52
S80635612,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L10040180,BPI-012-CO,5.5983673,-75.8273631,2021-02-08,06:50 AM,eBird - Stationary Count,10,1,,,2,,,"CN 100, DB 52"
S81742448,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L10040180,BPI-012-CO,5.5983673,-75.8273631,2021-02-08,07:23 AM,eBird - Stationary Count,11,1,,,2,,,"DB 40, CN 100"
S93729869,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L10040180,BPI-012-CO,5.5983673,-75.8273631,2021-08-23,09:13 AM,eBird - Stationary Count,10,1,,,2,,1,DB 53
S84290832,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L10040188,BPI-013-CO,5.5981459,-75.8288516,2021-02-08,06:45 AM,eBird - Stationary Count,10,1,,,1
S58709301,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L10040281,BPI-014-CO,5.627754,-75.8595934,2019-08-01,07:27 AM,eBird - Stationary Count,11,1,,,2,,,BPI025
S72683786,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L10040281,BPI-014-CO,5.627754,-75.8595934,2020-08-13,07:25 AM,eBird - Stationary Count,12,1,,,1,,,"CN 90, db 40"
S81740372,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L10040281,BPI-014-CO,5.627754,-75.8595934,2021-02-15,08:55 AM,eBird - Stationary Count,11,1,,,2,,,"DB 41, CN 100"
S58709260,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L10043688,BPI-015-CO,5.6197049,-75.8532429,2019-07-31,08:07 AM,eBird - Stationary Count,10,1,,,2,,,BPI028
S58709259,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L10043688,BPI-015-CO,5.6197049,-75.8532429,2019-08-01,06:04 AM,eBird - Stationary Count,10,1,,,2,,,BPI028
S58709258,Tropical Kingbird,Tyrannus melancholicus,16783,4,CO-ANT,,L10043688,BPI-015-CO,5.6197049,-75.8532429,2019-08-01,06:15 AM,eBird - Stationary Count,10,1,,,2,,,BPI028
S63643907,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L10043688,BPI-015-CO,5.6197049,-75.8532429,2020-01-21,09:05 AM,eBird - Stationary Count,10,1,,,2,,1
S63951798,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L10043688,BPI-015-CO,5.6197049,-75.8532429,2020-01-21,09:20 AM,eBird - Stationary Count,12,1,,,2
S72683428,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L10043688,BPI-015-CO,5.6197049,-75.8532429,2020-08-13,06:25 AM,eBird - Stationary Count,13,1,,,1,,,"CN 100, db 55"
S73612428,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L10043688,BPI-015-CO,5.6197049,-75.8532429,2020-09-10,08:09 AM,eBird - Stationary Count,14,1,,,1,,,"CN 100, db 22"
S81740654,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L10043688,BPI-015-CO,5.6197049,-75.8532429,2021-02-15,06:46 AM,eBird - Stationary Count,10,1,,,2,,,"DB 37, CN 100"
S83065235,Tropical Kingbird,Tyrannus melancholicus,16783,4,CO-ANT,,L10043688,BPI-015-CO,5.6197049,-75.8532429,2021-03-09,07:30 AM,eBird - Stationary Count,9,1,,,2,,,DB 37  CN 75
S92073158,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L10043688,BPI-015-CO,5.6197049,-75.8532429,2021-07-19,06:05 AM,eBird - Stationary Count,10,1,,,2,,,"DB, 48"
S93313860,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L10043688,BPI-015-CO,5.6197049,-75.8532429,2021-08-16,09:08 AM,eBird - Stationary Count,10,1,,,2,,,DB 42
S63620504,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L9824603,BPI-016-CO,5.6280671,-75.8571746,2020-01-21,06:38 AM,eBird - Stationary Count,10,1,,,1,,2
S63620495,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L9824603,BPI-016-CO,5.6280671,-75.8571746,2020-01-21,07:01 AM,eBird - Stationary Count,10,1,,,2,,1
S63851713,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L9824603,BPI-016-CO,5.6280671,-75.8571746,2020-01-23,08:35 AM,eBird - Stationary Count,10,1,,,2
S72684108,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L9824603,BPI-016-CO,5.6280671,-75.8571746,2020-08-13,08:25 AM,eBird - Stationary Count,14,1,,,1,,,"CN 85, db"
S81562266,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L9824603,BPI-016-CO,5.6280671,-75.8571746,2021-02-15,07:50 AM,eBird - Stationary Count,10,1,,,2,,2,"CN 100, DB 42"
S93307753,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L9824603,BPI-016-CO,5.6280671,-75.8571746,2021-08-16,06:54 AM,eBird - Stationary Count,8,1,,,2,,,DB 40
S59180893,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L9824691,BPI-017-CO,5.6299916,-75.8591573,2019-08-02,09:13 AM,eBird - Stationary Count,10,1,,,2,,,BPI-017-CO
S63951500,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L9824691,BPI-017-CO,5.6299916,-75.8591573,2020-01-21,06:36 AM,eBird - Stationary Count,10,1,,,2
S81562302,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L9824691,BPI-017-CO,5.6299916,-75.8591573,2021-02-15,08:13 AM,eBird - Stationary Count,10,1,,,2,,,"CN 100, DB 43"
S59479663,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L9872291,BPI-018-CO,5.6215686,-75.861635,2019-09-03,06:11 AM,eBird - Stationary Count,11,1,,,2
S59506951,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L9872291,BPI-018-CO,5.6215686,-75.861635,2019-09-04,07:47 AM,eBird - Stationary Count,11,1,,,2
S59521557,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L9872248,BPI-019-CO,5.6220628,-75.8594385,2019-09-03,06:16 AM,eBird - Stationary Count,10,1,,,2
S64175433,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L9872248,BPI-019-CO,5.6220628,-75.8594385,2020-01-31,07:06 AM,eBird - Stationary Count,11,1,,,2
S73725019,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L9872248,BPI-019-CO,5.6220628,-75.8594385,2020-08-31,09:46 AM,eBird - Stationary Count,9,1,,,1,,,"CN 30, db 46"
S74198556,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L9872248,BPI-019-CO,5.6220628,-75.8594385,2020-09-29,05:44 AM,eBird - Stationary Count,11,1,,,1,,,"Cn 70, db 31"
S83118326,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L9872248,BPI-019-CO,5.6220628,-75.8594385,2021-03-10,06:27 AM,eBird - Stationary Count,11,1,,,2,,,DB 41  Cn 100
S59326284,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L9848200,BPI-020-CO,5.6184613,-75.8641038,2019-08-28,07:22 AM,eBird - Stationary Count,11,1,,,2
S59348041,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L9848200,BPI-020-CO,5.6184613,-75.8641038,2019-08-29,06:56 AM,eBird - Stationary Count,13,1,,,5
S63851599,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L9848388,BPI-020-CO,5.6184684,-75.864125,2020-01-24,06:27 AM,eBird - Stationary Count,11,1,,,2
S63868242,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L9848200,BPI-020-CO,5.6184613,-75.8641038,2020-01-28,06:34 AM,eBird - Stationary Count,10,1,,,2
S64175188,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L9848388,BPI-020-CO,5.6184684,-75.864125,2020-01-28,07:20 AM,eBird - Stationary Count,11,1,,,2
S74248426,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L9848388,BPI-020-CO,5.6184684,-75.864125,2020-09-29,07:02 AM,eBird - Stationary Count,13,1,,,2,,,"CN 38, DB 40"
S59326711,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L9848213,BPI-021-CO,5.6175675,-75.865828,2019-08-28,07:44 AM,eBird - Stationary Count,12,1,,,2,,1
S73079807,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L9848213,BPI-021-CO,5.6175675,-75.865828,2020-08-31,06:15 AM,eBird - Stationary Count,13,1,,,2,,,"CN 30, DB 80"
S92080948,Tropical Kingbird,Tyrannus melancholicus,16783,3,CO-ANT,,L9848213,BPI-021-CO,5.6175675,-75.865828,2021-07-21,07:29 AM,eBird - Traveling Count,12,1,.09,,3,,,DB 34
S59326682,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L9848263,BPI-022-CO,5.6199698,-75.8655328,2019-08-28,07:48 AM,eBird - Stationary Count,10,1,,,2
S59327095,Tropical Kingbird,Tyrannus melancholicus,16783,3,CO-ANT,,L9848263,BPI-022-CO,5.6199698,-75.8655328,2019-08-28,08:12 AM,eBird - Stationary Count,11,1,,,2,,3
S63851416,Tropical Kingbird,Tyrannus melancholicus,16783,1,CO-ANT,,L9848263,BPI-022-CO,5.6199698,-75.8655328,2020-01-24,07:40 AM,eBird - Stationary Count,10,1,,,2
S83485587,Tropical Kingbird,Tyrannus melancholicus,16783,2,CO-ANT,,L9848263,BPI-022-CO,5.6199698,-75.8655328,2021-03-10,07:09 AM,eBird - Stationary Count,12,1,,,2,,,"CN 90, DB  42"
