"","elev.mean.1","elev.mean.5","ch.med","ch.med.5","cover.med","cover.med.5","lhfi.med.3","lhfi.med.5","buff_100","buff_500","pca.500"
"1",0.227002757083164,0.394629628954942,-0.283716658850178,0.205715005913484,-0.581586532857151,0.606962287228377,0.118931235774386,0.538952227017132,3.57258641062331,4.94890848910544,2.7110556188244
"2",-0.144428689477876,0.0170516844757663,-0.378488712329682,-0.0258771936896807,-0.567358663086981,-0.310244037852687,0.512368621146951,0.538952227017132,0.268124443619559,0.112544142903187,0.8103459119094
"3",0.204874926224209,0.268443072432499,0.62737212816213,0.171951510801425,-0.151477453920348,0.230511958838181,0.512368621146951,0.538952227017132,0.00306064947487324,-0.291733991299478,-0.183176736873365
"4",0.944576700652152,0.94408523565608,-0.931680221510214,-0.0589284384857412,-0.227517295285548,0.964458456292876,0.118931235774386,0.0821118351411148,-0.385699581937332,-0.516332954745403,-0.0142752562940349
"5",0.700116854972262,0.656145717902632,-0.363710825830515,0.257710851277916,0.434010919454762,1.03948012903201,0.118931235774386,0.0821118351411148,-0.385699581937332,-0.621145804353501,-0.54094135767447
"6",0.620878146372573,0.816318346091501,-0.88510984571519,0.148935448437734,0.497406132213251,1.03461962295519,0.118931235774386,0.0821118351411148,0.153263466156862,0.307196577889655,0.84665285400286
"7",0.867129292645808,0.629525923306949,1.07771525543327,0.615454688527583,1.18311463642331,1.10774426698496,0.807446660176375,0.538952227017132,1.43440513785618,0.292223313659927,0.425972002364066
"8",1.12950214425914,0.847354917248526,0.518814189639642,0.233585533731141,1.01454488291622,1.15331058746844,0.512368621146951,0.538952227017132,-0.385699581937332,-0.63611906858323,-1.69901561148155
"9",-0.217134419443016,-0.107241999571145,0.913238454936789,0.868754799803685,1.16350467860305,0.958073204151035,1.1025246992058,1.22421281483116,-0.385699581937332,-0.63611906858323,-1.423819300547
"10",-0.67549663009281,-0.333045587990342,0.499024273651851,0.665838929976123,0.412295520474096,0.455186550672261,1.1025246992058,1.22421281483116,-0.385699581937332,-0.63611906858323,-1.19674163684141
"11",-0.64862712119265,-0.530226433197326,1.01481444046313,0.0153771150382692,0.99375939266179,0.759699641950667,0.118931235774386,0.0821118351411148,-0.385699581937332,-0.411520105137305,-0.597947184139038
"12",-0.468443355626869,-0.453133741487759,0.473283780730844,-0.13114283766035,0.903150204664174,0.127897691045779,0.512368621146951,0.538952227017132,-0.385699581937332,0.516822277105852,1.11944497872913
"13",-0.745568094479502,-0.489383496656147,0.519248503483821,0.281717853512817,0.969720220335892,0.783303302388697,0.315649928460669,0.310532031079124,-0.12947124759747,1.50505771626792,1.42570688121047
"14",-0.719752291810721,-0.906800894906692,0.0701617841190584,-0.6991416317409,0.4445407878444,-0.572586375799032,1.1025246992058,1.22421281483116,-0.385699581937332,0.292223313659927,0.642466249764556
"15",-0.422607134561889,-0.345676844205124,-0.153360699395521,0.561285929395578,-0.741456614139804,0.158836125965834,0.512368621146951,0.538952227017132,0.135592546547216,-0.0371884993940965,-0.469811837501072
"16",-0.977383465382847,-1.08159169822976,1.22957929553401,0.0811906951479071,0.0350248272064934,-0.10214475956635,1.1025246992058,1.22421281483116,-0.385699581937332,-0.576226011664316,-0.665105644909474
"17",-1.18917841788999,-1.27275368696997,0.0577308628163211,-0.997948327638151,-0.164233911207093,-1.13584060883055,1.1025246992058,1.22421281483116,-0.385699581937332,-0.411520105137305,-0.597947184139038
"18",0.0436578728232465,0.0666912654681732,-0.783651984009111,-0.365929550684114,-0.67317222486435,-0.532891234852843,0.512368621146951,0.538952227017132,0.135592546547216,1.53500424472738,1.75666835800562
"19",-0.274034555937473,-0.27628974650244,0.451659246702367,-0.912451167603587,-0.2874351686125,-1.13501406072126,0.807446660176375,1.22421281483116,2.04405186438895,5.20345398101082,2.87591202536628
"20",0.517825676943723,0.359871354137064,0.315764115296563,0.615993593154092,0.519736588934104,0.224118642812347,0.315649928460669,0.538952227017132,3.20149709882075,5.29329356638919,2.99548269847312
"21",0.636367627973842,0.219937588782289,0.654396949165209,0.479384611464081,0.536554490811492,0.262494666735338,0.512368621146951,0.538952227017132,1.56693703492852,4.57457688336223,3.2406272912266
"22",0.626884271891433,0.138399612954078,0.537894408169966,0.514462153378781,0.473487109153699,0.60979943041327,0.315649928460669,0.538952227017132,0.930783928981273,-0.27676072706975,0.139132918251858
"23",0.369253098319307,0.301426871041074,-0.593741812524294,0.377171581154586,-0.927586465823318,0.100218409239587,0.512368621146951,0.538952227017132,0.656884675031765,-0.246814198610293,0.371430859940327
"24",0.620035181387471,0.374840636252267,0.445386513895722,0.64504059183035,-0.1678816562463,0.112659638260219,0.512368621146951,0.538952227017132,-0.12947124759747,-0.216867670150837,0.514405798518145
"25",0.304450165089509,0.325798002538894,0.0041374889805313,0.642903054734101,-0.125093207548259,-0.0347185935583468,0.512368621146951,0.538952227017132,3.01595244291947,2.47831989120026,2.20582528072984
"26",0.114783043441318,0.208090622751552,0.365429812450295,0.647830238901346,-0.180138212707417,-0.209463631678373,0.807446660176375,0.881582520924145,5.33084291178305,2.1788546066057,2.33997059021913
"27",0.0610440256409973,0.0178532351536389,0.780775357435922,0.166852553241193,0.254811117698837,-0.861636969520739,1.1025246992058,1.22421281483116,-0.385699581937332,-0.486386426285946,-0.531820615889433
"28",-0.425768253256026,-0.324593131671795,0.78579048916629,0.0441623263467262,0.677675628545455,-0.746533761394078,0.807446660176375,1.22421281483116,-0.385699581937332,-0.516332954745403,-0.615979727241649
"29",-0.92891297873942,-0.913272311474798,0.25044021089027,-0.0953774160254526,0.600897917586102,-0.0673141566389764,1.1025246992058,0.538952227017132,-0.385699581937332,-0.621145804353501,-1.06091582814229
"30",-1.24291743569031,-1.24808132244614,-0.102940918863984,-0.305608002260534,1.25108450753617,-0.309415473772399,0.807446660176375,0.538952227017132,-0.25316768486499,-0.621145804353501,-1.0779943955615
"31",-1.42204749502472,-1.42742463752121,-0.224138344788007,-0.477208049557563,0.452855383334315,-0.454212590722852,0.807446660176375,0.881582520924145,-0.385699581937332,-0.621145804353501,-0.838611330869697
"32",-1.56060986445103,-1.46247835245173,0.188984086036975,0.307605715439801,0.812520381612505,0.70635234540422,1.1025246992058,0.881582520924145,-0.385699581937332,-0.63611906858323,-1.53552740289804
"33",-1.07379758555401,-1.2997102358669,-0.167121766504553,-0.107799737623972,-0.340393703548045,0.27890870260322,0.807446660176375,0.538952227017132,0.00306064947487324,-0.561252747434588,-0.750388777160229
"34",-1.25134708554134,-1.41868556652494,0.607097069292352,0.459162913060897,0.530171269816332,0.870886490418029,0.512368621146951,0.538952227017132,-0.385699581937332,0.00773129329508841,0.564618813845537
"35",-1.68389349352236,-1.36673249864657,-0.20405109086074,0.51745973666234,-0.0222094906230932,0.766050622585537,0.512368621146951,0.538952227017132,-0.385699581937332,-0.216867670150837,0.294006675932941
"36",0.419830997425491,0.424872912435648,0.893156689591069,0.321114493922107,0.773570718615396,0.870633822052913,0.315649928460669,0.0821118351411148,-0.385699581937332,-0.63611906858323,-0.551878275681515
"37",-0.0100811449770742,0.292804510019285,0.961954150214874,0.321477694414371,0.801448010995321,0.752559744665141,0.118931235774386,0.0821118351411148,-0.385699581937332,-0.576226011664316,-0.506507246543192
"38",-0.0100811449770742,0.014131519002144,1.79928403751858,0.0870946685178327,1.8288057800007,0.124322030485188,-1.65153699840216,-1.28840934048694,-0.385699581937332,-0.531306218975132,-0.406159352773613
